transition_date,transition_hour,number_of_passenger,station_poi_desc_cd
2024-09-04,11,1,SISLI GUNEY
2024-09-04,11,1,LEVENT GUNEY
2024-09-04,11,1,DARUSSAFAKA
2024-09-04,11,16,4 LEVENT 2 GUNEY
2024-09-04,11,2,HACIOSMAN
2024-09-04,11,14,ITU KUZEY
2024-09-04,11,2,SANAYI MAH. GUNEY
2024-09-04,11,8,ATATURK OTO SANAYI GUNEY
2024-09-04,11,65,SEYRANTEPE 3 STAD GIRISI
2024-09-04,11,1,ATATURK OTO SANAYI KUZEY
2024-09-04,11,11,HALIC KUZEY
2024-09-04,11,3,TAKSIM GUNEY
2024-09-04,11,31,OSMANBEY 2 GUNEY
2024-09-04,11,1,OSMANBEY 2 GUNEY
2024-09-04,11,1,SEYRANTEPE 1 BATI
2024-09-04,11,3,TAKSIM GUNEY
2024-09-04,11,2,SISLI 2 KUZEY
2024-09-04,11,1,SANAYI MAH. GUNEY
2024-09-04,11,6,SANAYI MAH. KUZEY
2024-09-04,11,50,TAKSIM GUNEY
2024-09-04,11,1,LEVENT GUNEY
2024-09-04,11,1,SISHANE KUZEY
2024-09-04,11,17,VEZNECILER GUNEY
2024-09-04,11,9,GAYRETTEPE
2024-09-04,11,32,OSMANBEY KUZEY
2024-09-04,11,46,ITU KUZEY
2024-09-04,11,1,SISHANE GUNEY
2024-09-04,11,1,SANAYI MAH. KUZEY
2024-09-04,11,1,TAKSIM GUNEY
2024-09-04,11,2,GAYRETTEPE
2024-09-04,11,8,ATATURK OTO SANAYI KUZEY
2024-09-04,11,2,OSMANBEY KUZEY
2024-09-04,11,1,VEZNECILER GUNEY
2024-09-04,11,1,GAYRETTEPE
2024-09-04,11,2,ATATURK OTO SANAYI KUZEY
2024-09-04,11,1,YENIKAPI GUNEY
2024-09-04,11,6,ITU GUNEY
2024-09-04,11,2,LEVENT GUNEY
2024-09-04,11,100,4 LEVENT 2 GUNEY
2024-09-04,11,4,SEYRANTEPE 3 STAD GIRISI
2024-09-04,11,5,ITU KUZEY
2024-09-04,11,1,HALIC GUNEY
2024-09-04,11,2,4 LEVENT KUZEY
2024-09-04,11,109,LEVENT GUNEY
2024-09-04,11,3,4 LEVENT 2 GUNEY
2024-09-04,11,2,OSMANBEY KUZEY
2024-09-04,11,2,LEVENT 2 KUZEY
2024-09-04,11,1,VEZNECILER GUNEY
2024-09-04,11,8,SISLI GUNEY
2024-09-04,11,2,TAKSIM GUNEY
2024-09-04,11,1,DARUSSAFAKA
2024-09-04,11,1,LEVENT 2 KUZEY
2024-09-04,11,43,YENIKAPI GUNEY
2024-09-04,11,11,SISHANE KUZEY
2024-09-04,11,1,SISLI GUNEY
2024-09-04,11,1,ATATURK OTO SANAYI KUZEY
2024-09-04,11,58,DARUSSAFAKA
2024-09-04,11,7,DARUSSAFAKA
2024-09-04,11,7,TAKSIM GUNEY
2024-09-04,11,6,LEVENT 2 KUZEY
2024-09-04,11,10,OSMANBEY 2 GUNEY
2024-09-04,11,4,GAYRETTEPE
2024-09-04,11,120,GAYRETTEPE
2024-09-04,11,7,ATATURK OTO SANAYI KUZEY
2024-09-04,11,342,SISLI 2 KUZEY
2024-09-04,11,4,SISLI 2 KUZEY
2024-09-04,11,3,GAYRETTEPE
2024-09-04,11,2,HACIOSMAN
2024-09-04,11,10,OSMANBEY KUZEY
2024-09-04,11,2,SISLI 2 KUZEY
2024-09-04,11,544,TAKSIM GUNEY
2024-09-04,11,1,4 LEVENT KUZEY
2024-09-04,11,1,4 LEVENT 2 GUNEY
2024-09-04,11,8,VEZNECILER GUNEY
2024-09-04,11,52,TAKSIM GUNEY
2024-09-04,11,2,HALIC GUNEY
2024-09-04,11,1,SISHANE GUNEY
2024-09-04,11,1,ITU KUZEY
2024-09-04,11,1,ITU GUNEY
2024-09-04,11,1,YENIKAPI KUZEY
2024-09-04,11,1,GAYRETTEPE
2024-09-04,11,1,GAYRETTEPE
2024-09-04,11,165,GAYRETTEPE
2024-09-04,11,57,LEVENT GUNEY
2024-09-04,11,1,YENIKAPI KUZEY
2024-09-04,11,1,YENIKAPI GUNEY
2024-09-04,11,14,TAKSIM GUNEY
2024-09-04,11,1,ITU KUZEY
2024-09-04,11,4,VEZNECILER KUZEY
2024-09-04,11,286,OSMANBEY 2 GUNEY
2024-09-04,11,2,SANAYI MAH. GUNEY
2024-09-04,11,1,GAYRETTEPE
2024-09-04,11,2,HALIC GUNEY
2024-09-04,11,1,SISLI 2 KUZEY
2024-09-04,11,1,SISLI GUNEY
2024-09-04,11,6,SANAYI MAH. GUNEY
2024-09-04,11,1,4 LEVENT 2 GUNEY
2024-09-04,11,157,YENIKAPI GUNEY
2024-09-04,11,1,SISLI GUNEY
2024-09-04,11,35,SEYRANTEPE 1 BATI
2024-09-04,11,1,OSMANBEY KUZEY
2024-09-04,11,3,OSMANBEY KUZEY
2024-09-04,11,28,4 LEVENT KUZEY
2024-09-04,11,1,SISHANE GUNEY
2024-09-04,11,2,SEYRANTEPE 3 STAD GIRISI
2024-09-04,11,1,SEYRANTEPE 2 DOGU
2024-09-04,11,15,HALIC GUNEY
2024-09-04,11,4,ATATURK OTO SANAYI GUNEY
2024-09-04,11,251,YENIKAPI KUZEY
2024-09-04,11,2,ITU GUNEY
2024-09-04,11,1,4 LEVENT KUZEY
2024-09-04,11,1,VEZNECILER KUZEY
2024-09-04,11,10,4 LEVENT 2 GUNEY
2024-09-04,11,1,SISHANE KUZEY
2024-09-04,11,1,OSMANBEY 2 GUNEY
2024-09-04,11,1,HACIOSMAN
2024-09-04,11,241,YENIKAPI GUNEY
2024-09-04,11,1,HALIC KUZEY
2024-09-04,11,1,SISHANE KUZEY
2024-09-04,11,13,HACIOSMAN
2024-09-04,11,1,TAKSIM GUNEY
2024-09-04,11,21,SANAYI MAH. KUZEY
2024-09-04,11,78,YENIKAPI KUZEY
2024-09-04,11,1,GAYRETTEPE
2024-09-04,11,1,LEVENT 2 KUZEY
2024-09-04,11,1,HALIC GUNEY
2024-09-04,11,1,SEYRANTEPE 1 BATI
2024-09-04,11,12,HACIOSMAN
2024-09-04,11,1,4 LEVENT KUZEY
2024-09-04,11,1,SISHANE GUNEY
2024-09-04,11,18,HACIOSMAN
2024-09-04,11,1,LEVENT GUNEY
2024-09-04,11,42,GAYRETTEPE
2024-09-04,11,1,ATATURK OTO SANAYI GUNEY
2024-09-04,11,165,SISLI GUNEY
2024-09-04,11,2,DARUSSAFAKA
2024-09-04,11,6,ITU KUZEY
2024-09-04,11,6,DARUSSAFAKA
2024-09-04,11,3,SISLI 2 KUZEY
2024-09-04,11,6,OSMANBEY 2 GUNEY
2024-09-04,11,6,SISHANE GUNEY
2024-09-04,11,5,HALIC GUNEY
2024-09-04,11,1,SISLI GUNEY
2024-09-04,11,1,TAKSIM GUNEY
2024-09-04,11,1,HALIC GUNEY
2024-09-04,11,17,SISLI GUNEY
2024-09-04,11,1,SISHANE KUZEY
2024-09-04,11,2,SEYRANTEPE 3 STAD GIRISI
2024-09-04,11,43,SANAYI MAH. GUNEY
2024-09-04,11,14,VEZNECILER KUZEY
2024-09-04,11,21,SISHANE GUNEY
2024-09-04,11,86,HACIOSMAN
2024-09-04,11,26,OSMANBEY KUZEY
2024-09-04,11,70,ITU GUNEY
2024-09-04,11,1,4 LEVENT KUZEY
2024-09-04,11,21,4 LEVENT KUZEY
2024-09-04,11,6,VEZNECILER GUNEY
2024-09-04,11,1,GAYRETTEPE
2024-09-04,11,3,SEYRANTEPE 2 DOGU
2024-09-04,11,1,SISLI 2 KUZEY
2024-09-04,11,4,YENIKAPI KUZEY
2024-09-04,11,6,YENIKAPI GUNEY
2024-09-04,11,1,YENIKAPI GUNEY
2024-09-04,11,3,YENIKAPI GUNEY
2024-09-04,11,2,OSMANBEY 2 GUNEY
2024-09-04,11,2,OSMANBEY KUZEY
2024-09-04,11,3,YENIKAPI KUZEY
2024-09-04,11,1,ATATURK OTO SANAYI KUZEY
2024-09-04,11,1,SANAYI MAH. KUZEY
2024-09-04,11,1,SEYRANTEPE 3 STAD GIRISI
2024-09-04,11,15,4 LEVENT 2 GUNEY
2024-09-04,11,1,OSMANBEY KUZEY
2024-09-04,11,24,ATATURK OTO SANAYI KUZEY
2024-09-04,11,19,ITU GUNEY
2024-09-04,11,81,YENIKAPI GUNEY
2024-09-04,11,2,SISLI GUNEY
2024-09-04,11,30,SISLI 2 KUZEY
2024-09-04,11,4,VEZNECILER KUZEY
2024-09-04,11,1,DARUSSAFAKA
2024-09-04,11,39,ATATURK OTO SANAYI GUNEY
2024-09-04,11,1,ATATURK OTO SANAYI KUZEY
2024-09-04,11,5,4 LEVENT KUZEY
2024-09-04,11,1,OSMANBEY KUZEY
2024-09-04,11,1,SISLI 2 KUZEY
2024-09-04,11,8,LEVENT GUNEY
2024-09-04,11,1,TAKSIM GUNEY
2024-09-04,11,1,SEYRANTEPE 1 BATI
2024-09-04,11,5,SISLI 2 KUZEY
2024-09-04,11,2,TAKSIM GUNEY
2024-09-04,11,1,4 LEVENT KUZEY
2024-09-04,11,5,SISLI 2 KUZEY
2024-09-04,11,1,OSMANBEY 2 GUNEY
2024-09-04,11,9,SISHANE KUZEY
2024-09-04,11,23,SISHANE GUNEY
2024-09-04,11,3,SEYRANTEPE 2 DOGU
2024-09-04,11,1,YENIKAPI GUNEY
2024-09-04,11,2,HALIC GUNEY
2024-09-04,11,1,ATATURK OTO SANAYI GUNEY
2024-09-04,11,7,SEYRANTEPE 1 BATI
2024-09-04,11,2,YENIKAPI GUNEY
2024-09-04,11,5,TAKSIM GUNEY
2024-09-04,11,38,OSMANBEY 2 GUNEY
2024-09-04,11,16,SANAYI MAH. GUNEY
2024-09-04,11,9,TAKSIM GUNEY
2024-09-04,11,1,4 LEVENT 2 GUNEY
2024-09-04,11,76,HALIC GUNEY
2024-09-04,11,1,SEYRANTEPE 2 DOGU
2024-09-04,11,3,SISHANE KUZEY
2024-09-04,11,3,LEVENT GUNEY
2024-09-04,11,1,ATATURK OTO SANAYI GUNEY
2024-09-04,11,8,SEYRANTEPE 3 STAD GIRISI
2024-09-04,11,282,SISLI 2 KUZEY
2024-09-04,11,1,VEZNECILER GUNEY
2024-09-04,11,1,SEYRANTEPE 3 STAD GIRISI
2024-09-04,11,1,SEYRANTEPE 1 BATI
2024-09-04,11,2,4 LEVENT 2 GUNEY
2024-09-04,11,4,SISLI 2 KUZEY
2024-09-04,11,10,SEYRANTEPE 2 DOGU
2024-09-04,11,1,HALIC GUNEY
2024-09-04,11,5,TAKSIM GUNEY
2024-09-04,11,3,GAYRETTEPE
2024-09-04,11,3,SEYRANTEPE 3 STAD GIRISI
2024-09-04,11,4,SISHANE KUZEY
2024-09-04,11,150,VEZNECILER GUNEY
2024-09-04,11,240,OSMANBEY KUZEY
2024-09-04,12,11,SEYRANTEPE 3 STAD GIRISI
2024-09-04,12,17,TAKSIM GUNEY
2024-09-04,12,9,ITU KUZEY
2024-09-04,12,8,SANAYI MAH. KUZEY
2024-09-04,12,1,HALIC GUNEY
2024-09-04,12,8,DARUSSAFAKA
2024-09-04,12,6,ATATURK OTO SANAYI KUZEY
2024-09-04,12,2,OSMANBEY KUZEY
2024-09-04,12,1,YENIKAPI GUNEY
2024-09-04,12,20,SISHANE KUZEY
2024-09-04,12,1,VEZNECILER KUZEY
2024-09-04,12,1,OSMANBEY KUZEY
2024-09-04,12,81,YENIKAPI KUZEY
2024-09-04,12,11,SANAYI MAH. GUNEY
2024-09-04,12,1,LEVENT GUNEY
2024-09-04,12,1,4 LEVENT KUZEY
2024-09-04,12,87,HACIOSMAN
2024-09-04,12,2,SISHANE KUZEY
2024-09-04,12,80,TAKSIM GUNEY
2024-09-04,12,6,OSMANBEY 2 GUNEY
2024-09-04,12,78,ITU GUNEY
2024-09-04,12,1,LEVENT GUNEY
2024-09-04,12,6,GAYRETTEPE
2024-09-04,12,9,LEVENT 2 KUZEY
2024-09-04,12,1,SANAYI MAH. GUNEY
2024-09-04,12,8,HACIOSMAN
2024-09-04,12,1,SISLI GUNEY
2024-09-04,12,20,OSMANBEY KUZEY
2024-09-04,12,1,ITU GUNEY
2024-09-04,12,1,SEYRANTEPE 2 DOGU
2024-09-04,12,1,ITU GUNEY
2024-09-04,12,2,YENIKAPI KUZEY
2024-09-04,12,334,YENIKAPI KUZEY
2024-09-04,12,1,4 LEVENT KUZEY
2024-09-04,12,27,OSMANBEY 2 GUNEY
2024-09-04,12,1,SANAYI MAH. GUNEY
2024-09-04,12,26,LEVENT 2 KUZEY
2024-09-04,12,9,ATATURK OTO SANAYI GUNEY
2024-09-04,12,2,HALIC GUNEY
2024-09-04,12,1,SISLI 2 KUZEY
2024-09-04,12,1,SANAYI MAH. KUZEY
2024-09-04,12,3,YENIKAPI KUZEY
2024-09-04,12,1,ITU GUNEY
2024-09-04,12,213,SISLI GUNEY
2024-09-04,12,2,GAYRETTEPE
2024-09-04,12,1,VEZNECILER KUZEY
2024-09-04,12,1,OSMANBEY 2 GUNEY
2024-09-04,12,1,SEYRANTEPE 3 STAD GIRISI
2024-09-04,12,10,4 LEVENT 2 GUNEY
2024-09-04,12,31,ATATURK OTO SANAYI KUZEY
2024-09-04,12,2,ITU GUNEY
2024-09-04,12,2,SANAYI MAH. GUNEY
2024-09-04,12,1,SISLI GUNEY
2024-09-04,12,6,SANAYI MAH. GUNEY
2024-09-04,12,2,GAYRETTEPE
2024-09-04,12,1,SISHANE KUZEY
2024-09-04,12,9,SISHANE GUNEY
2024-09-04,12,50,SEYRANTEPE 3 STAD GIRISI
2024-09-04,12,1,4 LEVENT 2 GUNEY
2024-09-04,12,17,SISHANE GUNEY
2024-09-04,12,1,SISLI 2 KUZEY
2024-09-04,12,1,HALIC KUZEY
2024-09-04,12,138,HACIOSMAN
2024-09-04,12,128,HALIC GUNEY
2024-09-04,12,1,HALIC GUNEY
2024-09-04,12,1,SISLI GUNEY
2024-09-04,12,2,4 LEVENT KUZEY
2024-09-04,12,9,SEYRANTEPE 2 DOGU
2024-09-04,12,1,YENIKAPI KUZEY
2024-09-04,12,24,4 LEVENT KUZEY
2024-09-04,12,105,4 LEVENT 2 GUNEY
2024-09-04,12,61,VEZNECILER KUZEY
2024-09-04,12,39,OSMANBEY KUZEY
2024-09-04,12,1,4 LEVENT 2 GUNEY
2024-09-04,12,4,SISHANE KUZEY
2024-09-04,12,3,4 LEVENT KUZEY
2024-09-04,12,36,SISLI GUNEY
2024-09-04,12,19,VEZNECILER GUNEY
2024-09-04,12,1,VEZNECILER KUZEY
2024-09-04,12,5,SANAYI MAH. GUNEY
2024-09-04,12,47,OSMANBEY KUZEY
2024-09-04,12,6,TAKSIM GUNEY
2024-09-04,12,1,ATATURK OTO SANAYI GUNEY
2024-09-04,12,10,DARUSSAFAKA
2024-09-04,12,1,ATATURK OTO SANAYI KUZEY
2024-09-04,12,1,VEZNECILER GUNEY
2024-09-04,12,33,GAYRETTEPE
2024-09-04,12,50,LEVENT GUNEY
2024-09-04,12,2,4 LEVENT KUZEY
2024-09-04,12,23,LEVENT 2 KUZEY
2024-09-04,12,4,VEZNECILER KUZEY
2024-09-04,12,29,4 LEVENT 2 GUNEY
2024-09-04,12,33,SEYRANTEPE 1 BATI
2024-09-04,12,2,DARUSSAFAKA
2024-09-04,12,6,OSMANBEY KUZEY
2024-09-04,12,1,GAYRETTEPE
2024-09-04,12,2,GAYRETTEPE
2024-09-04,12,2,SEYRANTEPE 1 BATI
2024-09-04,12,5,ATATURK OTO SANAYI KUZEY
2024-09-04,12,5,VEZNECILER GUNEY
2024-09-04,12,1,OSMANBEY 2 GUNEY
2024-09-04,12,2,SISLI 2 KUZEY
2024-09-04,12,1,OSMANBEY 2 GUNEY
2024-09-04,12,1,SISHANE GUNEY
2024-09-04,12,166,GAYRETTEPE
2024-09-04,12,47,OSMANBEY 2 GUNEY
2024-09-04,12,5,GAYRETTEPE
2024-09-04,12,1,SANAYI MAH. KUZEY
2024-09-04,12,1,DARUSSAFAKA
2024-09-04,12,6,YENIKAPI GUNEY
2024-09-04,12,4,HACIOSMAN
2024-09-04,12,137,VEZNECILER GUNEY
2024-09-04,12,1,LEVENT GUNEY
2024-09-04,12,286,SISLI 2 KUZEY
2024-09-04,12,25,SISLI GUNEY
2024-09-04,12,89,GAYRETTEPE
2024-09-04,12,1,HACIOSMAN
2024-09-04,12,34,ITU KUZEY
2024-09-04,12,6,HALIC KUZEY
2024-09-04,12,2,DARUSSAFAKA
2024-09-04,12,3,SISHANE GUNEY
2024-09-04,12,3,TAKSIM GUNEY
2024-09-04,12,16,VEZNECILER KUZEY
2024-09-04,12,7,SEYRANTEPE 3 STAD GIRISI
2024-09-04,12,4,SEYRANTEPE 1 BATI
2024-09-04,12,3,TAKSIM GUNEY
2024-09-04,12,2,YENIKAPI KUZEY
2024-09-04,12,2,SEYRANTEPE 3 STAD GIRISI
2024-09-04,12,1,ITU GUNEY
2024-09-04,12,11,HALIC GUNEY
2024-09-04,12,1,OSMANBEY KUZEY
2024-09-04,12,3,ATATURK OTO SANAYI GUNEY
2024-09-04,12,27,SISHANE GUNEY
2024-09-04,12,8,HACIOSMAN
2024-09-04,12,23,SANAYI MAH. KUZEY
2024-09-04,12,8,YENIKAPI KUZEY
2024-09-04,12,2,OSMANBEY KUZEY
2024-09-04,12,1,HALIC GUNEY
2024-09-04,12,10,LEVENT GUNEY
2024-09-04,12,70,YENIKAPI GUNEY
2024-09-04,12,1,LEVENT GUNEY
2024-09-04,12,1,YENIKAPI GUNEY
2024-09-04,12,1,SEYRANTEPE 3 STAD GIRISI
2024-09-04,12,135,YENIKAPI GUNEY
2024-09-04,12,27,SISLI 2 KUZEY
2024-09-04,12,2,SISLI 2 KUZEY
2024-09-04,12,6,SISLI 2 KUZEY
2024-09-04,12,143,SISHANE KUZEY
2024-09-04,12,6,SISHANE KUZEY
2024-09-04,12,2,LEVENT GUNEY
2024-09-04,12,5,SISHANE GUNEY
2024-09-04,12,145,4 LEVENT KUZEY
2024-09-04,12,1,SISLI 2 KUZEY
2024-09-04,12,36,TAKSIM GUNEY
2024-09-04,12,38,VEZNECILER GUNEY
2024-09-04,12,208,YENIKAPI GUNEY
2024-09-04,12,11,SISLI GUNEY
2024-09-04,12,1,YENIKAPI GUNEY
2024-09-04,12,1,4 LEVENT 2 GUNEY
2024-09-04,12,6,ATATURK OTO SANAYI GUNEY
2024-09-04,12,2,YENIKAPI GUNEY
2024-09-04,12,1,YENIKAPI KUZEY
2024-09-04,12,3,SISHANE KUZEY
2024-09-04,12,4,4 LEVENT KUZEY
2024-09-04,12,37,HALIC GUNEY
2024-09-04,12,1,OSMANBEY KUZEY
2024-09-04,12,1,ITU GUNEY
2024-09-04,12,2,LEVENT GUNEY
2024-09-04,12,217,GAYRETTEPE
2024-09-04,12,2,GAYRETTEPE
2024-09-04,12,19,4 LEVENT 2 GUNEY
2024-09-04,12,17,GAYRETTEPE
2024-09-04,12,8,SISLI GUNEY
2024-09-04,12,1,HACIOSMAN
2024-09-04,12,27,4 LEVENT KUZEY
2024-09-04,12,3,HALIC KUZEY
2024-09-04,12,5,GAYRETTEPE
2024-09-04,12,1,SEYRANTEPE 3 STAD GIRISI
2024-09-04,12,2,TAKSIM GUNEY
2024-09-04,12,1,OSMANBEY KUZEY
2024-09-04,12,4,ATATURK OTO SANAYI KUZEY
2024-09-04,12,1,YENIKAPI KUZEY
2024-09-04,12,6,SEYRANTEPE 3 STAD GIRISI
2024-09-04,12,242,YENIKAPI KUZEY
2024-09-04,12,15,ITU GUNEY
2024-09-04,12,164,SISLI 2 KUZEY
2024-09-04,12,4,OSMANBEY KUZEY
2024-09-04,12,90,DARUSSAFAKA
2024-09-04,12,2,HALIC KUZEY
2024-09-04,12,1,ATATURK OTO SANAYI GUNEY
2024-09-04,12,2,ITU KUZEY
2024-09-04,12,1,VEZNECILER GUNEY
2024-09-04,12,1,SISLI 2 KUZEY
2024-09-04,12,8,TAKSIM GUNEY
2024-09-04,12,3,SISLI GUNEY
2024-09-04,12,3,ITU GUNEY
2024-09-04,12,2,SISLI 2 KUZEY
2024-09-04,12,9,LEVENT 2 KUZEY
2024-09-04,12,3,DARUSSAFAKA
2024-09-04,12,43,LEVENT GUNEY
2024-09-04,12,8,VEZNECILER KUZEY
2024-09-04,12,2,GAYRETTEPE
2024-09-04,12,1,YENIKAPI KUZEY
2024-09-04,12,1,OSMANBEY 2 GUNEY
2024-09-04,12,18,TAKSIM GUNEY
2024-09-04,12,3,ITU KUZEY
2024-09-04,12,1,SISLI 2 KUZEY
2024-09-04,12,56,SISLI 2 KUZEY
2024-09-04,12,324,OSMANBEY KUZEY
2024-09-04,12,1,YENIKAPI GUNEY
2024-09-04,12,111,LEVENT GUNEY
2024-09-04,12,1,SEYRANTEPE 3 STAD GIRISI
2024-09-04,12,23,HACIOSMAN
2024-09-04,12,145,LEVENT 2 KUZEY
2024-09-04,12,8,4 LEVENT 2 GUNEY
2024-09-04,12,10,VEZNECILER KUZEY
2024-09-04,12,6,VEZNECILER GUNEY
2024-09-04,12,7,DARUSSAFAKA
2024-09-04,12,3,4 LEVENT KUZEY
2024-09-04,12,1,SEYRANTEPE 1 BATI
2024-09-04,12,42,SANAYI MAH. GUNEY
2024-09-04,12,56,YENIKAPI KUZEY
2024-09-04,12,1,YENIKAPI KUZEY
2024-09-04,12,6,ATATURK OTO SANAYI GUNEY
2024-09-04,12,4,YENIKAPI GUNEY
2024-09-04,12,3,SISLI 2 KUZEY
2024-09-04,12,3,VEZNECILER GUNEY
2024-09-04,12,16,HALIC GUNEY
2024-09-04,12,7,LEVENT GUNEY
2024-09-04,12,4,OSMANBEY KUZEY
2024-09-04,12,2,OSMANBEY 2 GUNEY
2024-09-04,12,5,YENIKAPI GUNEY
2024-09-04,12,14,SANAYI MAH. KUZEY
2024-09-04,12,10,YENIKAPI KUZEY
2024-09-04,12,1,VEZNECILER KUZEY
2024-09-04,12,1,HACIOSMAN
2024-09-04,12,102,SISHANE GUNEY
2024-09-04,12,1,HACIOSMAN
2024-09-04,12,276,OSMANBEY 2 GUNEY
2024-09-04,12,8,SISHANE KUZEY
2024-09-04,12,19,ITU GUNEY
2024-09-04,12,4,SANAYI MAH. KUZEY
2024-09-04,12,2,GAYRETTEPE
2024-09-04,12,3,SEYRANTEPE 1 BATI
2024-09-04,12,2,LEVENT GUNEY
2024-09-04,12,1,4 LEVENT 2 GUNEY
2024-09-04,12,1,SISHANE KUZEY
2024-09-04,12,4,HACIOSMAN
2024-09-04,12,2,SISHANE GUNEY
2024-09-04,12,2,HACIOSMAN
2024-09-04,12,18,4 LEVENT KUZEY
2024-09-04,12,2,HALIC GUNEY
2024-09-04,12,1,GAYRETTEPE
2024-09-04,12,4,OSMANBEY 2 GUNEY
2024-09-04,12,1,OSMANBEY KUZEY
2024-09-04,12,6,ITU KUZEY
2024-09-04,12,40,ATATURK OTO SANAYI GUNEY
2024-09-04,12,3,4 LEVENT KUZEY
2024-09-04,12,28,YENIKAPI GUNEY
2024-09-04,12,2,YENIKAPI KUZEY
2024-09-04,12,1,SISLI GUNEY
2024-09-04,12,358,SISLI 2 KUZEY
2024-09-04,12,1,ATATURK OTO SANAYI GUNEY
2024-09-04,12,1,HALIC GUNEY
2024-09-04,12,23,OSMANBEY 2 GUNEY
2024-09-04,12,19,HALIC KUZEY
2024-09-04,12,1,SISHANE KUZEY
2024-09-04,12,13,ITU GUNEY
2024-09-04,12,1,4 LEVENT 2 GUNEY
2024-09-04,12,1,OSMANBEY 2 GUNEY
2024-09-04,12,470,TAKSIM GUNEY
2024-09-04,12,1,YENIKAPI GUNEY
2024-09-04,12,2,OSMANBEY 2 GUNEY
2024-09-04,12,1,YENIKAPI KUZEY
2024-09-04,12,6,SISHANE KUZEY
2024-09-04,12,2,SEYRANTEPE 2 DOGU
2024-09-04,12,2,GAYRETTEPE
2024-09-04,12,1,OSMANBEY KUZEY
2024-09-04,12,1,VEZNECILER KUZEY
2024-09-04,12,1,OSMANBEY KUZEY
2024-09-04,12,1,GAYRETTEPE
2024-09-04,12,4,HALIC GUNEY
2024-09-04,12,2,TAKSIM GUNEY
2024-09-04,13,6,LEVENT 2 KUZEY
2024-09-04,13,30,4 LEVENT KUZEY
2024-09-04,13,2,VEZNECILER KUZEY
2024-09-04,13,17,SANAYI MAH. KUZEY
2024-09-04,13,1,LEVENT GUNEY
2024-09-04,13,318,YENIKAPI KUZEY
2024-09-04,13,3,ATATURK OTO SANAYI KUZEY
2024-09-04,13,1,SISHANE KUZEY
2024-09-04,13,8,SISHANE GUNEY
2024-09-04,13,25,HALIC KUZEY
2024-09-04,13,2,SISHANE GUNEY
2024-09-04,13,1,LEVENT 2 KUZEY
2024-09-04,13,14,ATATURK OTO SANAYI GUNEY
2024-09-04,13,6,OSMANBEY KUZEY
2024-09-04,13,6,SISHANE KUZEY
2024-09-04,13,1,4 LEVENT 2 GUNEY
2024-09-04,13,235,YENIKAPI KUZEY
2024-09-04,13,278,SISLI 2 KUZEY
2024-09-04,13,35,ATATURK OTO SANAYI GUNEY
2024-09-04,13,5,OSMANBEY 2 GUNEY
2024-09-04,13,34,YENIKAPI GUNEY
2024-09-04,13,5,TAKSIM GUNEY
2024-09-04,13,1,YENIKAPI KUZEY
2024-09-04,13,1,TAKSIM GUNEY
2024-09-04,13,2,SISHANE GUNEY
2024-09-04,13,2,SISLI GUNEY
2024-09-04,13,1,TAKSIM GUNEY
2024-09-04,13,2,SISLI 2 KUZEY
2024-09-04,13,21,SISLI GUNEY
2024-09-04,13,24,OSMANBEY 2 GUNEY
2024-09-04,13,97,LEVENT GUNEY
2024-09-04,13,2,4 LEVENT KUZEY
2024-09-04,13,1,YENIKAPI GUNEY
2024-09-04,13,22,4 LEVENT 2 GUNEY
2024-09-04,13,1,4 LEVENT KUZEY
2024-09-04,13,1,LEVENT 2 KUZEY
2024-09-04,13,1,SEYRANTEPE 3 STAD GIRISI
2024-09-04,13,19,SEYRANTEPE 1 BATI
2024-09-04,13,2,TAKSIM GUNEY
2024-09-04,13,1,4 LEVENT KUZEY
2024-09-04,13,42,OSMANBEY KUZEY
2024-09-04,13,7,GAYRETTEPE
2024-09-04,13,55,ITU GUNEY
2024-09-04,13,2,HACIOSMAN
2024-09-04,13,2,GAYRETTEPE
2024-09-04,13,3,LEVENT GUNEY
2024-09-04,13,1,VEZNECILER KUZEY
2024-09-04,13,1,LEVENT 2 KUZEY
2024-09-04,13,1,YENIKAPI KUZEY
2024-09-04,13,87,4 LEVENT 2 GUNEY
2024-09-04,13,1,YENIKAPI GUNEY
2024-09-04,13,3,SEYRANTEPE 1 BATI
2024-09-04,13,16,ITU GUNEY
2024-09-04,13,9,HALIC GUNEY
2024-09-04,13,14,SISHANE KUZEY
2024-09-04,13,242,SISLI GUNEY
2024-09-04,13,235,YENIKAPI GUNEY
2024-09-04,13,3,OSMANBEY 2 GUNEY
2024-09-04,13,2,OSMANBEY KUZEY
2024-09-04,13,48,HALIC GUNEY
2024-09-04,13,32,LEVENT 2 KUZEY
2024-09-04,13,1,SISHANE GUNEY
2024-09-04,13,3,OSMANBEY 2 GUNEY
2024-09-04,13,3,ATATURK OTO SANAYI KUZEY
2024-09-04,13,5,YENIKAPI KUZEY
2024-09-04,13,2,SEYRANTEPE 1 BATI
2024-09-04,13,2,OSMANBEY KUZEY
2024-09-04,13,13,DARUSSAFAKA
2024-09-04,13,1,VEZNECILER KUZEY
2024-09-04,13,1,SISHANE GUNEY
2024-09-04,13,20,4 LEVENT 2 GUNEY
2024-09-04,13,1,SISLI GUNEY
2024-09-04,13,1,HALIC KUZEY
2024-09-04,13,1,SANAYI MAH. GUNEY
2024-09-04,13,1,SEYRANTEPE 3 STAD GIRISI
